1281.14374169316,1281.32653180727,1284.62672363644,1278.55967840223,1285.56178803725,1287.57056880272,1283.03174048924,1283.89621390385,1281.79804310535,1287.7733033208,1284.9501048726,1301.81705534956,1308.00094314422,1286.07885277426,1284.72838380721,1302.38640531068,1298.61565624615,1299.89553296117,1302.39133037716,1289.49921554609,1302.52393150339,1290.5231735394,1301.70485758333,1309.75382841252,1302.73793113596,1313.62069450516,1297.08660637996,1294.75217866739,1348.39593271174,1305.75010932961,1305.40336414724,1290.89362892673,1293.24594158223,1308.27575113175
1277.3843577446,1279.0788914721,1282.45020709133,1287.58023530582,1285.28427365961,1285.27317791748,1283.73110636971,1283.63930862657,1284.94046251014,1292.8236959712,1294.66475097303,1308.48475126987,1297.96261805247,1300.55092504919,1298.47484402635,1290.6155556295,1293.24636177901,1293.63076555328,1295.51694556686,1302.95192453645,1309.59972064541,1299.79627510882,1301.47519342722,1302.8444826854,1307.96421331609,1307.0276682329,1309.12397823304,1292.82448220269,1313.60651602195,1294.32154285723,1291.13938894301,1299.88834127304,1296.41322913984,1294.59170645788
1280.01550141604,1284.13260535389,1281.35022869991,1287.00609945263,1290.62593262498,1285.69263691234,1284.3831020118,1288.02829673555,1287.46287993349,1289.85915696195,1302.57856965696,1305.9274307339,1288.71764600158,1294.99336590563,1291.63283854055,1295.7044555007,1297.16570960676,1299.63157083625,1291.65517607023,1297.52449379309,1305.28965304958,1309.78370557092,1302.24028145441,1306.86774103295,1313.85249791996,1313.509225151,1315.14062135916,1290.78977229719,1315.81388876356,1298.0744442948,1292.42268979028,1289.09152116864,1289.27568579714,1303.05044173028
1281.62691300279,1272.86291823543,1287.70647712211,1287.17365449104,1289.25636442692,1283.46357842535,1286.38836040999,1286.61394874091,1280.80467054967,1283.67136340567,1295.43900252257,1301.25623990078,1290.20207258003,1302.78430284761,1292.9453760625,1291.5547027464,1305.64656833672,1293.84256582013,1300.19461385133,1292.27511260511,1297.70057675828,1306.28675365496,1292.23271919167,1307.75659769486,1297.31777949144,1305.92869891751,1308.09885201095,1299.29036229721,1329.8158838614,1292.60457479692,1289.82697433321,1292.64857485167,1295.74842383195,1301.49775222226
1272.80106415636,1285.54123268635,1281.73757042479,1284.66571351772,1285.48778502434,1285.75305997755,1290.3649677843,1249.2894831763,1288.43783312557,1288.33157626581,1298.94833017595,1303.94930064258,1295.23924773081,1290.40801538858,1294.61429498338,1297.69132228521,1295.30591107239,1299.50932291674,1298.10579746725,1300.94369724733,1306.41336224299,1305.79788534867,1301.59046362719,1304.23617833153,1296.82636507232,1303.89422525829,1294.86188742397,1303.23102949906,1300.66922910279,1299.61363919085,1295.98493630723,1304.22128804871,1286.99170281888,1291.82314763224
1276.09940901429,1284.0986291845,1280.5989080537,1284.9905973352,1286.25922789916,1285.63838934628,1287.93349250574,1271.80861989477,1284.14670232288,1297.44062748268,1300.80336665436,1307.45631468322,1292.77905952353,1289.81084227018,1296.43553317701,1298.67231230087,1293.91128834688,1303.99753355762,1295.30012429948,1294.37423274354,1307.05080359949,1306.73240473282,1301.53847246054,1305.37223695934,1298.49852892462,1301.95219012428,1299.8656920444,1299.83431246526,1322.96732541,1298.08979493935,1289.82861268172,1300.9782622533,1294.66890715785,1297.80565306705
1277.17326049302,1283.61168395134,1281.1767090872,1284.91417585383,1285.95342882061,1286.29831406628,1288.06984457284,1274.48666933272,1283.50179664753,1295.33747854739,1299.08765343543,1306.87709825881,1292.87899960665,1291.44377058905,1297.11427663547,1298.91440308767,1294.02875108428,1304.98641667326,1296.1829108627,1295.93446170987,1306.11633100482,1309.1042142131,1303.25187861815,1306.53410007306,1299.83311367975,1303.64820002257,1299.81100478895,1299.81761689122,1323.81651866395,1298.02774052716,1289.6563076934,1301.68555957218,1291.78249394026,1298.03846922408
1276.86089574736,1283.34877532417,1280.8052769434,1285.10527656373,1285.89146596947,1285.03384413735,1287.18701431733,1275.60927053422,1284.87193469475,1297.9411092472,1300.1996018436,1305.34921748285,1294.09384935377,1291.08778424911,1295.72704121676,1298.33815027985,1293.6716881784,1302.75057651053,1296.47733521419,1296.10051609304,1306.04464780141,1306.42028316959,1301.90459976658,1304.94166203271,1299.84455483681,1302.64779085816,1298.97376286053,1300.7613234791,1319.5994429284,1297.15100238097,1292.17276549854,1299.40183256649,1292.76564161833,1297.79169284715
1281.23311758125,1279.92829951552,1277.50539520864,1287.25753372747,1284.52524611675,1281.99352562672,1285.04753059801,1294.5370921969,1284.93246563132,1305.70331999011,1292.17356643755,1295.82565166491,1298.04283379787,1292.38531476618,1295.56060408104,1300.19769335688,1293.55534077894,1298.58622789801,1298.97942300295,1297.82977161182,1304.993370282,1305.99057881739,1304.49208635824,1300.54700902312,1305.93887118016,1302.85646191222,1296.91743325073,1302.29202806546,1314.66611709477,1295.46695045163,1301.83583542917,1289.8331512009,1284.45740119545,1301.57269221545
1276.05448047698,1279.48342608242,1281.45279244184,1285.78624569018,1282.53245450531,1285.31457467007,1286.36458918045,1283.60974960601,1298.02443647749,1301.61709358664,1296.73851676041,1310.7550107248,1290.71600346445,1297.36864855381,1295.9952575299,1295.97303600859,1296.25456559068,1295.888394008,1295.30458043962,1305.11415336905,1297.58792025013,1303.00270019535,1300.00283340451,1306.72102109902,1291.1766283276,1304.27561246462,1294.00864603897,1309.02748699378,1296.09057952401,1297.18238192343,1298.64257880807,1283.85076718497,1287.10881987602,1301.72763286129
