P1,T1,N2,MF
0.297937799739105,0.16627585993098,0.968167088286112,0.862491027730523
0.301187529683984,0.176933734453373,0.969832540309574,0.870471575596929
0.301627716405719,0.178706152536076,0.96983212203355,0.869191630538945
0.301289427213969,0.178161192559027,0.969594608048225,0.869716383144487
0.301561064301613,0.183714788447008,0.967804415980094,0.864482268353839
0.296959077150486,0.163172370707067,0.966575364944516,0.857238043406491
0.302459981797027,0.18479404903213,0.969854247998573,0.87465814676508
0.301843894675184,0.180518450274462,0.969802481046561,0.870210260783129
0.301608554346074,0.179922314944029,0.969558417220617,0.868699382350825
0.296712091561229,0.172199680676115,0.966145847837622,0.852934714095058
0.302703532909314,0.182035355819633,0.969914879436758,0.871617393947762
0.302692294204984,0.191401784865618,0.970008111414665,0.872702225872885
0.303436885207731,0.185002459554008,0.970217504383384,0.872276370332591
0.303684022754854,0.18557287988644,0.970464448656635,0.874160546173739
0.299784339180637,0.174263854898199,0.971673719311852,0.874663282518407
0.303678047265123,0.184890650844076,0.970666471871167,0.874107462867908
0.303455044776724,0.184027267861479,0.970668315371491,0.873898561733622
0.303189211148317,0.182236125885771,0.970581933877295,0.874654920398881
0.303880178540497,0.184729622074954,0.971311584148375,0.87757714863517
0.302585880708501,0.178885514130942,0.971066614786064,0.875995970934706
0.299304529053428,0.167225786511068,0.969493132601787,0.868255648410463
0.302005832919507,0.178743158222054,0.97019790036526,0.87166382454417
0.305120108760926,0.175245485629296,0.96930882955833,0.872535952506803
0.30490968717318,0.188328368912247,0.970655071428631,0.876044810892485
0.300362734359221,0.166938380644687,0.968113967964232,0.863185231260421
0.301341235059741,0.169155005718317,0.968921567443181,0.866169594450142
0.300994771331995,0.168920791040438,0.969841521639823,0.869837114551523
0.300825467844787,0.169734851666636,0.968932337590957,0.866144099483436
0.297968315944157,0.167395686898539,0.967933485146218,0.859403779226676
0.303540637269815,0.195587049121007,0.967889005574443,0.862167259231939
0.299617339268417,0.172592504387458,0.966335191208685,0.851554036131256
0.300780914508277,0.171568200830856,0.969875808135051,0.873368130278613
0.30062470540348,0.171344036593193,0.970171319983427,0.874305392833744
0.304187095796075,0.170040363697644,0.97151466458744,0.881059102841461
0.301065133881693,0.173329520684716,0.970089678333966,0.874150369961555
0.301065913560393,0.192909945875696,0.969436124975261,0.872651191966821
0.3008641128789,0.173830380868841,0.970791929661477,0.87632041783435
0.301080395522332,0.174655572558382,0.970500139296344,0.87516050585162
0.300810090594072,0.166418439820554,0.969992070086611,0.871060813076554
0.300717497889459,0.175237597395547,0.970686248968747,0.874029040828832
0.300702798983133,0.175821427726659,0.97065089226032,0.873867845915291
0.30079166050178,0.176837154992818,0.970004490533795,0.871889438122049
0.301229835091883,0.178004063439438,0.970176509857732,0.871942078905203
0.30054425966203,0.176142981148298,0.969963129771559,0.869725911578657
0.297686531939903,0.167526655962651,0.970239161081729,0.871261677631281
0.300430425696409,0.178263431613093,0.97038081153197,0.87452812210154
0.301171686716765,0.178663688898018,0.970190879372224,0.876436531555699
0.297606912485782,0.169640267528748,0.968514811984066,0.861530658902523
0.302115462855639,0.17903116234963,0.971149819729214,0.881751332835389
0.301386270859341,0.179611322744496,0.9714047695639,0.880427681324758
0.301368306297829,0.178528512744565,0.972075913776687,0.882362966537089
0.301005112831856,0.179109349044404,0.971056596799462,0.87777171722183
0.298720444131231,0.175777435649846,0.970664360985413,0.873487733409938
0.299222986909733,0.173581894146645,0.969991096134827,0.869282235393274
0.29833334199977,0.183527468862137,0.96801243749095,0.858068491968853
0.30024649997462,0.179991671516789,0.96919736480828,0.865401281930521
0.300451281627194,0.179046665771288,0.969720184518952,0.868079967570495
0.301734665017216,0.173101500765697,0.971400060966286,0.874343329158277
0.300954148922996,0.187461496704411,0.969793142350215,0.868820023966949
0.303187504090661,0.193707006269679,0.969199378160181,0.864893453839294
0.300849132954838,0.184083973581496,0.970327712751339,0.870262236217966
0.300805361266913,0.184620098328941,0.969946962402744,0.868709140646294
0.296379402387595,0.171730647347868,0.966970773503232,0.848780737511772
0.301286181221694,0.185885003681017,0.970581040515055,0.871309711611223
0.301388889399726,0.18743221436202,0.970206661134573,0.868803643234524
0.301486177201927,0.191751000127672,0.969326143933253,0.865205167660627
0.301210203605869,0.190913235391786,0.969143689941998,0.86282290262761
0.30105757473155,0.189221919457812,0.969151460820188,0.863111591056468
0.298966457337141,0.175904419879889,0.968141847868519,0.857752355044167
0.301297844592331,0.193325706574294,0.967975874461785,0.855898014715244
0.303787341163591,0.252621584223195,0.969585137514041,0.867232487899784
0.29836791012148,0.173190028695258,0.968538986102373,0.860943814890172
0.30502926182393,0.210932847006577,0.971556607157026,0.882612609684168
0.304888662160584,0.202943316970196,0.969682743859436,0.870878387924348
0.304931671322612,0.203684140309798,0.970008010740795,0.871248280827366
0.304425090105082,0.201797249674806,0.96951926212138,0.86964156416682
0.303876091591834,0.196549381275474,0.968740619988109,0.865420166878292
0.300314050449235,0.172990703321138,0.969394376121485,0.866894443716366
0.302952342821366,0.188236119478316,0.967470420561265,0.857527958159532
0.302217492894038,0.195722178292979,0.968091110630042,0.861961977883274
0.30231762016668,0.197203476045326,0.968502452478296,0.863692530838345
0.298039296479178,0.187188216026295,0.967288179545156,0.856757446402043
0.302371932415459,0.194035038951701,0.968475387531635,0.862908060327678
0.303779070975943,0.199990629217727,0.96856665370408,0.867973016359564
0.30242711874974,0.195029768449998,0.968574272257893,0.862027417127219
0.302224433612658,0.19396420732477,0.968247510699085,0.860449559237061
0.296212937278034,0.185619724815679,0.966901805440984,0.849587376468228
0.302734719168979,0.197386696785638,0.969474736470753,0.864926335868401
0.302466271923136,0.19705967077134,0.969595131687143,0.865224482739024
0.302087410703608,0.195506287617177,0.969536517384255,0.865619586638336
0.301752120609849,0.193021309987276,0.968926926909563,0.861288535687859
0.301642133005816,0.193445931146004,0.968944920985274,0.861555173510197
0.299622771561188,0.19069288377377,0.966647095105917,0.852597071833177
0.300329452506398,0.193486576231981,0.969611680855407,0.865068425704424
0.302012008688078,0.178480158633099,0.973727244846348,0.885808326087775
0.305882440852693,0.213552670799884,0.974639248134416,0.896484728084596
0.302703637858904,0.192330218296646,0.970795396645494,0.876462826375313
0.304038922327905,0.191857169231982,0.971405023956405,0.88030731808195
0.303118696186996,0.191956964621316,0.97085645585206,0.875637876827607
0.303202422989983,0.193233555678775,0.970805308234425,0.877220689994368
0.300998119535575,0.200249738278191,0.967978650188711,0.863556152781652
0.302487086836235,0.19646598422091,0.968438297609587,0.870569491160621
0.3034058794854,0.200560668552226,0.971201571390338,0.881831954729287
0.301747332643536,0.19209651102703,0.970646298480184,0.875937660702744
0.301422347601072,0.192552952852412,0.970198824939271,0.873196975155523
0.301339421146495,0.191975221472136,0.965518083314816,0.849952374203554
0.301926770329731,0.191965387405471,0.97034089393073,0.87503839725326
0.302845663681194,0.181733857729298,0.96866049410311,0.869153879984232
0.301357234931929,0.192306506507357,0.969870196431753,0.871749206712318
0.301787487871076,0.193012516560857,0.970124972690344,0.874269370445343
0.311802223228312,0.260720772607361,0.97763578834698,0.921867192848212
0.301453248477697,0.194600977710101,0.970190307278917,0.873271256274722
0.301099312277842,0.193395681730777,0.970258431682274,0.87304932326157
0.301241677558598,0.193529215673638,0.970605934420318,0.876121226577826
0.301980565342409,0.194798569812587,0.97120773836457,0.879358156394553
0.303653262149663,0.194158959546685,0.972092046549222,0.884705869308432
0.306564128909606,0.193732777943932,0.972836058678974,0.89155227974106
0.299953926003407,0.194593252403406,0.97052929248298,0.874462480021954
0.303272142173246,0.193589862274103,0.972417729336877,0.886628702974592
0.302107594584605,0.203504050634995,0.972381750283024,0.88646124227499
0.296679382060896,0.189524636620095,0.96755796775533,0.859408955447066
0.298712839368988,0.194824631518464,0.970124140371073,0.87267716309046
0.299161917163485,0.196499232743457,0.97041412406117,0.872846890626407
0.299375410554432,0.196402320719427,0.970551412234166,0.874912205719892
0.302895413285344,0.204829742059815,0.973570052069606,0.892695952827901
0.306274964867726,0.204759754604234,0.973671988793649,0.897074595794072
0.30126424783102,0.198939088370203,0.974024240084222,0.894511431165088
0.298165064569949,0.191692237393261,0.970622347258319,0.874506849893551
0.298789990227946,0.193513583404933,0.970667577053859,0.874455584565965
0.305244424840825,0.201619673150034,0.974868126932203,0.900560515745125
0.299710541954485,0.195595665507759,0.97114532153206,0.877251736495763
0.30280212549072,0.20120042957336,0.972258739180099,0.881527093801516
0.301204267800915,0.200336759107619,0.972034352395343,0.881144095351689
0.301585402601361,0.20127451462635,0.972203870613268,0.882598447092512
0.298913473211019,0.193098926118978,0.971015225113532,0.872718351851327
0.302456440823338,0.204535858667695,0.9722828538186,0.881367723535401
0.302137774999146,0.203241882139993,0.972235143156796,0.880616029417718
0.301505447079779,0.201037344716979,0.971714084288248,0.878629929094121
0.302078511561889,0.202231511361687,0.972541868188998,0.882293954422988
0.302286542451786,0.200734710316085,0.973073676990494,0.884139232891463
0.302076140805761,0.19386186795,0.974663124178385,0.89157065844646
0.300492812034986,0.196603608341157,0.971331885904808,0.874974028995102
0.300061366579323,0.193575943298529,0.972720117234054,0.884771323700544
0.303638667800495,0.21812096111888,0.977048203150061,0.913680030570209
0.302436592349396,0.202418373404949,0.974416090502921,0.895797126253388
0.30154547961396,0.206650488790202,0.972589395286263,0.884115326534068
0.301539126052575,0.210270352444267,0.972336403793783,0.881539493285649
0.30077434150736,0.206614411459594,0.972158670768144,0.881149526498014
0.296141638517326,0.204113269310956,0.970104189483445,0.869277983664375
0.298518651727248,0.19903329959091,0.969235283513919,0.864186901005216
0.295060466888006,0.196663222979579,0.969629109417791,0.864872232316349
0.300098821602341,0.212505268266665,0.970453632853333,0.871859326431544
0.300418214413812,0.212798639384513,0.970895815552569,0.8737667393593
0.300248830183051,0.199533798793814,0.973014713044424,0.883332339283842
0.300193203450945,0.211401774594389,0.970774189397784,0.872011189282557
0.303353297281331,0.207451266419321,0.970054089406222,0.869297132399559
0.300372385846946,0.213443112392411,0.970883326373333,0.870959422449555
0.300367369154303,0.212007919885018,0.970957893526989,0.871316122179475
0.301584170112068,0.213769594445559,0.972605033988943,0.884370967925621
0.300818273583297,0.210571179756412,0.972158520267125,0.875381777887631
0.300717300923534,0.209795823199889,0.972332361644951,0.875658931405053
0.300477206901061,0.207331940427483,0.9723359631079,0.876178091065392
0.300359035868226,0.207475280482662,0.972172641601176,0.874132489801825
0.301771983585592,0.208311602195206,0.974591077223799,0.887335484240346
0.304279592698333,0.219263918538337,0.978478053527197,0.912359739050117
0.300284737051009,0.2080089392191,0.97250440972909,0.875920872715327
0.299509861706407,0.210591433438001,0.97173305053111,0.872258159204793
0.301651519124937,0.213303735416619,0.97189576296079,0.879962634522084
0.302119507297658,0.28856092467092,0.972536570140015,0.880155341592157
0.302011607696775,0.313330620082777,0.971719829369719,0.876193017057696
0.301590592368066,0.314020237251511,0.971899120984264,0.875704016356409
0.301438588073682,0.313889391994051,0.971490549439995,0.87461493450171
0.299979335058479,0.314888641667186,0.970235652740191,0.867272860744132
0.303594476293259,0.325123428914417,0.973257329078449,0.888094966311512
0.300121470910295,0.326042004760621,0.969529372642706,0.863398143777385
0.29855736085543,0.320856828035739,0.969968221282894,0.865760132384904
0.298789331749947,0.318766848557213,0.970349180865513,0.867495623510135
0.298345935453876,0.322076099466817,0.969743840453824,0.86695372779691
0.299571831215797,0.323398739654956,0.970321582872436,0.868228792618436
0.301616037389511,0.326655018103695,0.973388150206335,0.885669954044588
0.299479167001888,0.327462606125624,0.97063201263542,0.868958696273185
0.299696875627732,0.330210201632088,0.970547850054058,0.869303276452204
0.301022582697662,0.329933650867444,0.971756389628425,0.877534228482909
0.300520527982438,0.325502878679388,0.97157537340979,0.87311826069096
0.300169731262473,0.323754321654843,0.971497986755298,0.871989964225954
0.300200035938903,0.32157487296792,0.971240081128531,0.871486565272339
0.300182509678023,0.329121579323886,0.971160756315711,0.870695199023686
0.300466481758382,0.324010778780975,0.971554811110359,0.871791277086153
0.297904053773029,0.317386496261616,0.970434067119222,0.864400040469223
0.298495242332789,0.316030823480606,0.970902555538082,0.867756321490427
0.30265259065761,0.306604084316827,0.97077720881982,0.869669930679936
0.301102475225198,0.307333853017838,0.972740604065919,0.87865661680147
0.30143207317498,0.305404525154548,0.97169451165572,0.877791231372513
0.301900816455422,0.317723909113296,0.9719833612908,0.880934824482809
0.301598859154138,0.318223457679214,0.972083669122839,0.880510757090981
0.301520988976113,0.315921208214394,0.971555194243228,0.878715888010369
0.299095183779737,0.309522781233367,0.97001886527737,0.870043304701372
0.297938806076575,0.300420839466844,0.971099597520147,0.878924252407203
0.299851300179724,0.313270395625151,0.969872417018828,0.869678134238211
0.30112484863511,0.324286983134667,0.970623964876174,0.876858948987108
0.301148087837644,0.321420696976873,0.970767920404821,0.876921070752239
0.304851374320295,0.335174569252132,0.97125377217203,0.886232018925193
0.301184511348051,0.31997808057467,0.970677330818323,0.876495159564287
0.305081236327514,0.417536045361274,0.970068812752885,0.879089695831704
