T4
607.070156077032
609.142617717296
609.938212514238
604.98848500149
611.741047040676
611.63946934646
612.048223723915
613.89928509187
611.296479832743
610.976302817471
606.509066708956
131.790618896484
70.8635101318359
359.416912588316
609.745811332579
611.544555607604
608.609550382182
608.771046284868
611.964746582611
611.585193582055
608.725872873066
609.215297832131
608.776765529989
607.765588516674
