P2
10658.8650897545
10598.2652013932
10614.2598511447
10615.218415394
10689.129947543
10645.2623847621
10657.8341123918
10644.6097574532
10659.9637954184
10621.4108080458
10595.441373154
10606.8337050028
10617.8204847214
10629.310668434
10601.552908947
10604.7441375365
10601.2345946238
10587.9762763486
10616.9739064158
10602.5374327115
10596.9874450823
10584.5827612681
10568.1518263226
10541.8199308405
10461.7050451449
10574.5519976803
10534.6914747333
10558.2250609302
10594.4700191291
10548.9328811046
10567.021173313
10559.3769342079
10590.8890231666
10582.9314172183
10538.7956292838
10575.6109712191
10583.1497638486
10551.6976123496
10563.6052451197
10599.0839895045
10567.2403966057
10553.1043537685
10492.7561399868
10563.7867396999
10570.0620757309
10564.6745130423
10548.4814067006
10548.8003509671
10569.7311323695
10595.8196690223
10561.8671091147
10577.1629638568
10561.8817942156
10574.6875692206
10574.840551542
10584.2566087255
10646.1587655056
10611.689185726
10664.1359850019
10585.4243356632
10583.1471607073
10611.8667606434
10586.4165758177
10609.9661996161
10586.7561027573
10586.9825901254
10619.0573283946
10587.5494522985
10589.6156493343
10589.8476782337
10595.9778220121
10592.3765426327
10586.3535376837
10594.6815943581
10604.363721781
10597.5530627153
10571.1640627489
10561.0620539735
10576.8590823286
10570.027486828
10597.7294823469
10614.3446690629
10567.8016703963
10589.1953017044
10594.0106114329
10586.815513672
10585.5548435923
10527.8819159084
10593.6468501387
10586.2194994605
10604.0732264895
10592.5623556932
10594.8167304607
10589.6609548519
10584.6807564022
10576.7399437567
10575.1560395546
10609.4803196725
10620.4559492076
10631.9104858906
10573.7681150707
10564.7239678439
10566.4366069906
10562.7294803362
10558.9626988916
10593.4159392684
10547.0253297199
10540.9894192448
10546.4651548502
10588.8717179816
10549.4641815443
10553.651269291
10551.8109547769
10550.8199839899
10587.8028967866
10562.0092727829
10560.2867937753
10557.6152339513
10556.0627715011
10553.5269895713
10521.2191147036
10552.1000153573
10582.9254859324
10572.9918423108
10591.3706116584
10583.2272025128
10579.5697574965
10586.303414961
10606.4218798989
10582.2508933394
10617.7549233976
10579.5454922378
10580.832228532
10669.513291512
10583.6456273058
10603.3940452696
10583.4686029977
10584.4689543744
10569.4739451595
10590.6653986366
10595.6846568184
10597.9427761309
10599.0615808212
10600.6573284949
10588.1528099336
10606.0543722852
10620.8608795943
10630.5270236076
10602.5600029957
10605.1863525455
10596.9178945512
10600.2238967599
10596.4232796547
10554.039220669
10614.3016079057
10580.1008989763
10580.0180779421
10610.1819737775
10588.5092363205
10576.6116146208
10587.1953471681
10590.6669854025
10494.033354196
10597.1648745721
10601.0127356057
10603.1836729167
10606.218596517
10643.1554900991
10710.5468393942
10595.7861702991
10618.4204583294
10560.0076088362
10586.4864589184
10603.8468049856
10605.3647815867
10607.0436743762
10651.2058270971
10555.2554251624
10644.4712284164
10577.7566254476
10580.5237914042
10542.2130667625
10587.5183318006
10633.845873841
10595.801396574
10597.8508066342
10622.6101753178
10610.0173000892
10605.1566507526
10598.4653111748
10604.2494407191
10622.4400447072
10655.2356647419
10577.5418813576
10578.2716531269
10615.0521397547
10555.4923892662
10564.996206025
10575.1422044158
10564.9337456334
10531.3026545128
10607.7081827436
10511.0381542463
10572.4396288646
10580.1072461548
10605.2308521511
10587.4507658492
10644.2011595177
10602.5753802395
10604.2108731427
10628.1683512958
10616.1752581563
10615.2116366607
10609.8172836225
10614.2265856291
10618.7618854854
10620.858216574
10615.8417574689
10629.6610751653
10621.4438716337
10605.5355287735
10613.2087110184
10615.7580489106
10611.739306601
10613.7295233686
10563.1324502124
10594.0751541879
10590.3655909785
10597.1918615708
10635.1421529481
10606.0536341474
10656.192572555
10618.6662842301
10620.953657928
10583.2403417183
10635.6571125845
10634.3249241722
10627.9730617262
10630.3560973432
10654.3722772441
10694.3652186767
10616.4554414377
10657.8580872164
10715.6028850025
10640.6843775212
10633.9274460769
10634.5647827708
10634.8193469268
10627.8083758043
10569.8830057019
10641.7300551458
10632.5700279007
10631.746788474
10591.5835570304
10627.7145642553
10601.7913265756
10629.1957060437
10629.1559650674
10573.6190532503
10636.7629365355
10640.3796580359
10640.5579880926
10641.5430393734
10633.6549246744
10600.641256246
10643.0882151915
10559.2155155339
10564.7832588461
10646.1934828407
10668.2192370254
10657.3527924143
10655.4358429549
10624.2767582283
10578.4626101699
10675.0237318988
10659.781215802
10647.0893272983
10667.3777957935
10648.086853451
10674.0194090103
10631.6965589398
10629.4585240695
10536.9448763251
10608.3744980945
10612.1260689608
10613.544523293
10619.8931941059
10616.6099156813
10605.0536772935
10604.7065624718
10657.8881617566
10626.9926749892
10643.8200147343
10637.1430306236
10645.0741760752
10646.0279177248
10707.8445092688
10611.8109247072
10691.7145795559
10630.2608718918
10632.994502923
10565.1290478936
10636.8839326567
10634.5791962218
10639.131821751
10634.3647703637
10610.2617226731
10648.1519906476
10648.3023696479
10646.4883265499
10641.3438215936
10639.7129275735
10626.8539265902
10643.0033457195
10683.7250717164
10636.548275077
10627.4629153963
10618.0119931456
10636.4174875986
10626.628300564
10649.9303632447
10692.6696136474
10601.5182909794
10645.7509794581
10653.4331401382
10691.8237700897
10636.9243177093
10679.2675660777
10646.2433062057
10636.5485835562
10646.9329169196
10637.054048773
10636.7827806896
10623.668076209
10621.0532733831
10619.1669319506
10651.2578173742
10642.741230297
10533.5414097212
10506.8380735662
10642.9458770291
10651.9149923102
10653.0584252388
10654.0288757451
10670.277174618
10652.2142983814
10689.2341955965
10666.6925541564
10663.3334294145
10679.3563075722
10665.4034570257
10546.8793754133
10662.6842478759
10661.4395648101
10630.7235922471
10658.1933094408
10662.8422292509
10665.1422724787
10667.9217608615
10672.2935523838
10688.7244201872
10674.3783224104
10706.2574271015
10614.1723175721
10556.3714415549
10557.4380131107
10570.6648246934
10566.3408440467
10614.1443392803
10575.9922400929
10596.5009909964
10590.8937473001
10590.0334564697
10589.7448628576
10581.5169255116
10575.0863641511
10583.4166081652
10573.0924258273
10467.649082175
10567.4677036849
10572.4539894382
10566.5698306814
10562.0420736357
10554.21236028
10565.215515934
10583.1240561414
10601.2995127121
10591.014712343
10653.6566718519
10640.9288386816
10634.2591433204
10630.5465862284
10670.2530346606
7088.14494389359
10637.4430972679
10692.1255501526
10661.8308343681
10688.565401314
10680.8758531359
10699.6244851201
10654.3663153954
10648.0445374398
10693.5588790879
10637.1298270186
10662.7958321632
10655.3880096866
10647.7509057769
10595.0754884964
10658.1594275573
10650.5985774715
10626.4441797339
10695.6819250572
10654.7228626091
10657.4773413575
10657.2218619187
10661.0305790083
10674.2885425048
10708.0087706581
10682.0445728495
10653.0443929364
10656.238582304
10710.3972199818
10657.3252001847
10611.860505343
