N1
5103.34904685692
5111.22544405744
5108.48790436403
5110.20068465644
5102.45451122034
5116.57980144942
5124.20119798586
5111.73424516687
5108.88219410773
5091.13751919401
5108.95481599687
5097.50791139918
5108.04085933043
5110.26843565858
5142.86005612581
5109.67952654139
5110.08465580956
5111.46943404713
5116.76158028687
5114.77970648275
5103.78418939844
5111.24203064081
5090.69068208771
5100.44126447069
5104.9764387073
5102.68555879667
5110.70303239813
5104.71355596433
5105.66310114418
5085.4511948997
5087.52319831873
5113.97234720343
5116.48023455242
5109.80038529665
5112.04397771772
5100.55057059375
5116.93276558819
5113.34035112239
5104.92495034974
5115.51766655563
5116.03786426931
5111.57476236703
5109.83041486622
5109.10718747429
5118.92642839814
5118.19905964983
5105.82850937088
5111.42194534662
5124.03964640079
5128.81623465227
5134.05463481991
5123.75828069898
5117.90127213138
5106.86265216254
5086.14168562464
5095.771075855
5102.10853613989
5119.33493333602
5105.56883890345
5085.7323230898
5111.94680785565
5109.84529712568
5094.9827390297
5117.4678626872
5110.95425479722
5101.75182843824
5099.66979500901
5100.05071776149
5086.15773622484
5079.41287657477
5106.39527085886
5106.48137284158
5120.46227412373
5091.60402804377
5093.11567350984
5089.63240215344
5076.63053784223
5101.04991486292
5062.75792067308
5078.52852554209
5082.74221544831
5074.43550979214
5081.89804917966
5072.97330840361
5079.36075161728
5076.03250173297
5081.09623273117
5087.4190266752
5089.64641350099
5092.48805384321
5083.43972628479
5087.66481967441
5076.62672425946
5099.17060568537
5155.42886365004
5138.19665953273
5103.75179268571
5108.49107261151
5105.97779219584
5107.27174223327
5098.57831992247
5085.05975403789
5124.58307387302
5115.58143647646
5110.7364239928
5058.0596199101
5112.63038344163
5104.57714694184
5107.31699695894
5108.35157738969
5182.99387103843
5106.75962983347
5108.06101593193
5112.72156685067
5116.43438876923
5115.85128978926
5111.9694076583
5117.89401574935
5149.26352681318
5127.40741951778
5109.84167185451
5131.14029266076
5131.02053420046
5131.87387216807
5144.37475458568
5125.70988639118
5156.81306653873
5135.13093651989
5132.62641877944
5145.21861041573
5135.02303981872
5130.07346154867
5138.44998053993
5139.92954302563
5134.98249788751
5136.34331160177
5135.91941868153
5133.27187324991
5139.86364464092
5140.07339614977
5144.72360424067
5128.50789220873
5140.86018603007
5185.68906626195
5155.66981796002
5144.53080711356
5139.27809059003
5140.34326022328
5128.51118165301
5113.43983543519
5131.09427935142
5123.66062288974
5125.6960094653
5142.92877474115
5126.57242251686
5114.24905487439
5124.99765216207
5126.74161355126
5126.70470932059
5133.7135284721
5134.93664563469
5136.30574102854
5135.81415776704
5160.58742512897
5205.60576516858
5133.92123893538
5130.9027894606
5111.89771185449
5153.08035207927
5147.14492801019
5150.3016952814
5146.58537138757
5138.34868368059
5137.02497415733
5130.47626005916
5144.92510412665
5146.69778334689
5133.07673327541
5141.46575822737
5151.44871189936
5144.39304096948
5142.54881543968
5137.13195940368
5146.45762586183
5146.54544164888
5143.38594672482
5142.35992193839
5142.18674221664
5139.55505524204
5144.62269321618
5113.17108589974
5153.09072820977
5139.01530229827
5142.37169841327
5144.69490846233
5138.7919039538
5135.2950615832
5155.66829896162
5127.78400425466
5132.0444815281
5132.03419167672
5115.87049043297
5128.48805282281
5140.08897469363
5127.73062147059
5124.16921009139
5118.95901201004
5122.08154928364
5119.82804258404
5115.03955132888
5114.37327187969
5118.78214507469
5130.09940036214
5107.88469701644
5127.087147345
5146.72321253335
5120.31099808525
5130.58267483855
5135.55113232075
5132.16179249888
5153.70084413268
5109.48519348807
5135.15456392256
5118.73359721627
5122.35424566223
5126.35341580524
5124.06307451128
5105.61277194227
5131.21683344355
5130.56397781796
5134.55057243544
5135.87084854336
5131.98429821267
5124.94503814769
5126.64559669847
5131.16397139473
5143.09095532949
5112.95377022681
5106.83569231458
5117.14642057162
5122.69215925784
5130.3316859855
5132.66380627507
5131.51528268195
5148.57136725294
5137.20293523465
5142.17849931022
5120.13511212353
5122.09955603601
5142.04131406202
5126.62041906847
5122.97815867143
5129.41525772388
5129.04458480231
5134.74272444842
5132.67715717922
5130.41636157393
5127.20760358612
5128.54065623918
5123.11178008622
5102.10312925672
5118.77650044686
5140.18640816374
5123.91902185833
5122.11533085577
5123.31717851878
5122.77479821414
5122.91228262769
5129.99836006425
5114.32802734451
5129.06007930564
5110.44498104558
5112.10766779036
5134.31061762866
5115.34127030812
5094.99998841765
5116.88212224935
5117.38340456143
5088.21016507474
5122.06878276211
5121.98374484825
5120.71273007703
5121.18499983273
5123.9706510903
5118.90160075424
5114.49652037272
5117.39745030392
5097.78439750913
5109.17408567572
5121.8681901827
5123.69282105749
5120.81000874962
5118.90502525705
5140.51893396527
5124.14008548692
5123.34303905654
5122.27985474814
5121.45388417761
5125.24726506006
5110.2415579281
5126.63519403442
5126.17325770703
5099.34589658033
5124.29844566203
5124.20511659827
5122.5392157967
5125.25036489181
5124.64809164642
5121.91402070617
5119.67713205487
5145.29200110811
5126.83826500605
5134.17629550483
5137.78751571487
5135.66383458181
5133.69500339646
5120.62664805874
5148.21903131968
5133.00191790114
5129.70027399727
5127.45330659369
5124.78897148574
5124.11353419276
5093.85820989169
5121.49072544439
5120.82592165026
5109.31778282187
5117.76939429796
5117.64326997082
5116.54681655362
5118.39429275459
5116.08936671647
5103.83525131234
5111.94083954785
5100.08970949175
5115.51607041587
5121.40306582924
5128.37469516396
5125.16075805569
5130.26016630518
5145.96740180122
5121.60428696369
5170.35719966749
5131.54302235581
5127.50822802724
5100.12045334901
5126.47820593169
5084.39465882925
5123.68948009556
5125.44308053812
5182.42573286848
5124.38602341941
5125.08997219599
5127.49460056595
5132.48953395705
5132.66232257047
5132.90798801579
5128.56435013412
5113.91450169484
5120.36372438403
5137.01547764171
5166.33796407371
5161.91629733147
5158.16803241176
5152.83019680337
5115.12926302374
5167.59135105606
5145.27243665312
5140.96885869864
5198.11697508648
5147.77187378999
5125.57716558602
5145.0676743503
5145.37682740602
5108.60863995486
5134.98773857014
5131.6535244207
5126.9368705528
5132.855191559
5123.08956245073
5091.42039268644
5104.13209428192
5176.44176454085
5200.91725559118
5101.38336747091
5105.11316191079
5113.50403926657
5112.65182612566
5115.14710233101
5177.28699932635
5120.54410618828
5137.89281379701
5137.73055802699
5111.60888536563
5131.64291668772
5120.34558499358
5138.46774475415
5137.69131442192
5173.37510340212
5139.02022138341
5140.88791738243
5139.99881726485
5143.34621187062
5117.80001571166
5064.34382091443
5156.60634261028
5093.13895142379
5132.23581698721
5142.2410310369
5148.81903330414
5157.79879218637
5148.65655439684
5148.37250661893
5119.0941805399
5129.10337786465
5152.25737611654
5154.30349627407
5111.9594798332
5156.51016267599
5117.53684090751
5159.63242676853
5156.09530100009
5178.02130797426
5158.41355267247
5155.93553952733
5151.64411179079
5150.46403424952
5152.34301256878
5166.05411971855
