P1,T1,N2,MF
0.308669111301141,0.251710755143238,0.979123236689526,0.902025547162842
0.308783799341504,0.250934626791124,0.979272594073441,0.903342381113797
0.310349085224431,0.254539972687368,0.980112626658144,0.902610415687862
0.306821265709128,0.254126408515616,0.980349692169964,0.905135403202439
0.306960069658783,0.26242194381959,0.978608255599414,0.897940455216444
0.308451394284182,0.261163862301844,0.978223985293269,0.898636013126437
0.307818472659492,0.263384633272345,0.978317219405456,0.899703580810863
0.308198697570172,0.263247980510935,0.977838693845933,0.899109248812009
0.309990662682307,0.276104205421315,0.9776554703846,0.903593292423506
0.308309722485631,0.267603039878198,0.976071221109319,0.902055790734706
0.311243410843907,0.267306079238661,0.977181967245576,0.900937366322706
0.30644791984216,0.258624451418794,0.976392926448903,0.899204316725686
0.306304459335372,0.260401305718427,0.976465819700604,0.899382101859119
0.311740972187483,0.2594195555821,0.975941525861383,0.897866651534252
0.307248418828802,0.260356242965366,0.97622245290284,0.899685409845504
0.305835058495698,0.261215319541662,0.976645707704328,0.908491943147128
0.306910097367904,0.262473485075375,0.975974137235347,0.899470095322368
0.30713321583136,0.261734340750767,0.975618275473,0.898623965140246
0.303743324708379,0.261637343757511,0.975413195150242,0.900323349566827
0.306865206474753,0.264741359550563,0.97585733641996,0.898386767826343
0.306769684329661,0.2638113284193,0.975751963421395,0.89815201948257
0.306783888055723,0.262112937113577,0.97537953385908,0.897515183158793
0.307173789611281,0.261156412147845,0.975238892581078,0.897279436013791
0.308262125406184,0.260102428357302,0.975709803258953,0.897924641331308
0.309849811156938,0.257138868063742,0.975926795579439,0.901408078937134
0.305384107296806,0.260200782391047,0.974685049336347,0.897587936798701
0.310171915854649,0.254686919379344,0.976118040975016,0.904995161881355
0.304048412380675,0.255109377196886,0.975252323952712,0.89242736799383
0.304944898919325,0.227854464160633,0.978073839135766,0.905517771313232
0.3046980702669,0.220917783439833,0.977158599537701,0.90214276283163
0.305004163666666,0.219055519152347,0.977782682376208,0.901874995573333
0.304878882678603,0.218535488257026,0.977396454080793,0.901735700549715
0.306508060308323,0.2144924017106,0.980156905205332,0.902491561755993
0.305416686944768,0.21212095362577,0.97980885843878,0.901991880767361
0.305421030526589,0.211840398038741,0.977772449608164,0.900161712104254
0.304205612418736,0.20629323209117,0.975627244032488,0.89663288079967
0.30440773297644,0.207222173294441,0.976101156228679,0.897377106245827
0.305085338205697,0.203148097838538,0.975605284677653,0.896884073409224
0.304456716659823,0.206353003114534,0.975758552291288,0.897063884206304
0.303368777535407,0.20774332137441,0.976539759971003,0.900279953476315
0.304581604141176,0.204370238934691,0.976056711447148,0.896858032417155
0.304381991709816,0.203971921633587,0.975552580591425,0.896544808876963
0.304860022142247,0.207312547312556,0.974963527034464,0.895184307380316
0.304729924634975,0.206608206746849,0.976424489619391,0.898445306667378
0.304634414102487,0.20557545692051,0.976251840248852,0.898212513465273
0.304433913470435,0.205298571631737,0.97565173595877,0.897931707289386
0.30422672170133,0.203468104625377,0.975232484379628,0.896997413569156
0.303854301485456,0.206400448833384,0.975670759287908,0.898489095665224
0.302650156486417,0.204364730129814,0.976036821889391,0.898000864419823
0.304202922078399,0.199861716191334,0.975170823413456,0.896330080783682
0.30628101543525,0.196346064372948,0.976018195189069,0.89601680081243
0.305756829755143,0.194963343059418,0.976627693885058,0.898074356003916
0.304565067003035,0.200632769039336,0.975580817079179,0.894314340761317
0.304258381794793,0.205744337383357,0.975947086630978,0.894295110675697
0.304192583145297,0.205757942002095,0.976233020720716,0.894518667492569
0.30450280159665,0.206027890635999,0.976080264405448,0.894419372331394
0.304556588219187,0.21395725455643,0.976383248930712,0.891945771099218
0.306373423171314,0.223299407906885,0.977216015318441,0.896714941280328
0.306279660495376,0.215687759084945,0.976810366166313,0.893388205356228
0.306091756779156,0.204967603255184,0.976378612509482,0.89552134331721
0.305741198434452,0.204184610144498,0.976397037833069,0.895558791975546
0.302169828354848,0.208397692693441,0.976833256110025,0.895472921478084
0.305137950275573,0.203948930963144,0.976343155351686,0.896105033729928
0.308198290148358,0.206213366338203,0.978236288399073,0.905512595804011
0.304911802433839,0.20349468072649,0.976559383179182,0.896395724807042
0.30486072974767,0.202979382948166,0.976442819427572,0.896531815056627
0.307037041270471,0.198775608111557,0.976782288573102,0.896462437948887
0.304593316626513,0.200587297751844,0.976676169913421,0.897168520599984
