P2
10636.6886940512
10634.9987924801
10623.1963298395
10613.79326971
10623.7005294756
10721.1488082364
10548.8912948522
10650.0910489466
10605.9618307926
10607.6978552463
10574.4532806579
3720.8359375
3445.94091796875
5296.45758218733
10662.7777109189
10689.2315031802
10621.3788339931
10694.7778153713
10693.3829867944
10606.8860139707
10645.8139278821
10661.6629621126
10572.3445750892
10613.289872213
